symbol,GSM1308942_BMGMdbdb.TMM.data.txt.gz,GSM1308941_BMGMdb.TMM.data.txt.gz,GSM1308940_BMMCdbdb.TMM.data.txt.gz,GSM1308939_BMMCdb.TMM.data.txt.gz
0610005C13Rik,16.1,20.2,10.4,16.2
0610007C21Rik,1551.3,1628.5,1205.9,1167.1
0610007L01Rik,2334.5,2347.5,2246.3,2184.8
0610007N19Rik,0.0,0.0,77.5,23.8
0610007P08Rik,1320.0,1299.9,933.2,706.7
0610007P14Rik,797.2,862.5,490.6,451.8
0610007P22Rik,222.7,194.0,254.4,318.6
0610008F07Rik,0.0,0.0,0.9,1.9
0610009B14Rik,2.2,0.0,1.7,0.9
0610009B22Rik,456.1,483.4,435.7,409.9
0610009D07Rik,1013.4,1067.7,895.7,947.3
0610009L18Rik,45.2,51.6,69.7,83.7
0610009O20Rik,542.2,513.7,628.2,663.0
0610010B08Rik,608.9,671.8,759.8,763.8
0610010F05Rik,1470.6,1680.1,1038.6,958.8
0610010K14Rik,315.2,341.0,561.1,586.9
0610010O12Rik,10.8,13.5,4.3,7.6
0610011F06Rik,176.4,161.5,135.0,147.4
0610011L14Rik,1392.1,1372.8,1095.3,1043.4
0610012G03Rik,1450.2,1387.4,1016.0,1025.3
0610012H03Rik,0.0,0.0,3.5,1.9
0610030E20Rik,1153.3,1223.6,1706.1,1573.2
0610031J06Rik,8818.3,8194.2,3924.5,4285.9
0610031O16Rik,0.0,0.0,0.0,1.9
0610037L13Rik,450.8,369.0,482.7,497.5
0610037P05Rik,513.2,544.0,706.7,711.5
0610038B21Rik,118.3,102.1,174.3,207.3
0610038L08Rik,28.0,25.8,20.0,27.6
0610039K10Rik,530.4,474.4,1698.2,1920.4
0610040B10Rik,4.3,12.3,1.7,2.8
0610040F04Rik,289.4,281.5,7.8,11.4
0610040J01Rik,15.1,10.1,68.8,101.8
0610043K17Rik,4.3,4.5,11.3,13.3
0910001L09Rik,1183.4,1232.6,1171.1,1501.9
1-Mar,1611.5,1756.4,4313.1,4594.1
1-Sep,1.1,11.2,20.9,20.0
10-Mar,4.3,3.4,4.3,4.8
10-Sep,724.0,681.9,645.7,528.8
100043387,139.9,109.9,156.0,148.4
11-Mar,0.0,0.0,0.0,0.0
11-Sep,6851.8,6736.2,3654.4,2210.5
1100001G20Rik,1301.7,1222.5,79.3,70.4
1110001A16Rik,224.8,268.1,271.0,222.6
1110001J03Rik,154.9,135.7,77.5,70.4
1110002B05Rik,4099.9,3989.4,3891.4,3886.4
1110002L01Rik,253.9,201.9,269.2,245.4
1110002N22Rik,134.5,135.7,176.0,165.5
1110003E01Rik,2361.4,2472.0,2761.3,2908.6
1110004E09Rik,198.0,166.0,141.1,126.5
1110004F10Rik,1468.5,1439.0,1465.6,1422.9
1110005A03Rik,365.8,317.4,341.6,353.8
1110006O24Rik,14.0,15.7,17.4,29.5
1110007C09Rik,1569.6,1619.6,1209.4,1451.5
1110008F13Rik,2564.7,2392.3,2073.8,1977.4
1110008J03Rik,124.8,123.4,113.3,134.1
1110008L16Rik,411.0,355.5,331.1,248.2
1110008P14Rik,757.4,606.8,298.0,304.4
1110012J17Rik,0.0,0.0,10.4,14.3
1110012L19Rik,291.5,289.4,223.9,197.8
1110014N23Rik,1386.7,1553.4,1419.4,1760.6
1110015O18Rik,0.0,0.0,1.7,0.0
1110017D15Rik,7.5,5.6,2.6,3.8
1110017F19Rik,22.6,20.2,14.8,28.5
1110018G07Rik,3586.7,3500.4,3364.3,3456.5
1110018J18Rik,811.2,779.5,499.3,484.1
1110019D14Rik,55.9,46.0,47.0,46.6
1110020A21Rik,6.5,6.7,9.6,5.7
1110020G09Rik,454.0,518.2,723.2,649.6
1110021J02Rik,1096.2,1108.1,1159.7,1231.7
1110021L09Rik,97.9,70.7,80.2,35.2
1110028C15Rik,725.1,657.3,1286.1,1106.2
1110028F11Rik,0.0,0.0,0.0,4.8
1110028F18Rik,0.0,0.0,0.0,0.9
1110031I02Rik,125.9,170.5,110.6,154.1
1110032A03Rik,300.2,253.5,256.2,242.5
1110032A04Rik,0.0,0.0,0.0,1.9
1110032F04Rik,2.2,0.0,5.2,0.9
1110034A24Rik,258.2,283.8,298.9,262.5
1110034B05Rik,178.6,215.4,165.5,168.4
1110034G24Rik,176.4,256.9,176.0,207.3
1110035M17Rik,44.1,25.8,42.7,58.0
1110036E04Rik,0.0,0.0,0.0,1.9
1110037F02Rik,3404.9,3456.7,3126.4,2965.7
1110038B12Rik,152.8,164.9,160.3,175.0
1110038D17Rik,507.8,555.2,449.6,419.5
1110038F14Rik,279.7,268.1,268.4,325.3
1110046J04Rik,36.6,37.0,41.8,27.6
1110049F12Rik,307.7,411.6,494.9,409.9
1110050K14Rik,2.2,0.0,0.9,3.8
1110051M20Rik,264.7,255.7,184.7,163.6
1110054M08Rik,50.6,79.6,53.1,35.2
1110054O05Rik,1151.1,1212.4,921.9,1038.7
1110057K04Rik,1786.9,1608.3,1483.9,1394.4
1110058L19Rik,309.8,321.9,244.0,238.7
1110059E24Rik,416.3,402.7,332.0,361.4
1110059G10Rik,466.9,428.5,501.0,470.8
1110059M19Rik,0.0,0.0,3.5,0.0
1110065P20Rik,227.0,241.1,196.0,129.4
1110067D22Rik,30.1,24.7,401.7,188.3
1190002F15Rik,26.9,25.8,19.2,15.2
1190002H23Rik,894.0,838.9,31.4,22.8
1190002N15Rik,555.1,522.7,1403.7,1478.1
1190003J15Rik,0.0,0.0,0.0,0.0
1190003K10Rik,0.0,0.0,0.0,0.0
1190005F20Rik,803.6,779.5,859.1,869.4
1190005I06Rik,31.2,20.2,6.1,5.7
1190007F08Rik,573.4,603.4,564.6,646.8
1190007I07Rik,110.8,92.0,93.2,100.8
12-Sep,0.0,0.0,3.5,6.7
1200009I06Rik,78.5,98.7,72.3,63.7
1200011I18Rik,2055.9,2043.5,2318.6,2201.9
1200011M11Rik,1146.8,1268.5,811.2,788.5
1200014J11Rik,914.4,973.5,748.5,755.2
1200016B10Rik,629.3,706.6,613.4,474.6
1300001I01Rik,1985.9,1882.0,1014.2,1035.8
1300002E11Rik,207.6,221.0,176.9,152.2
1300002K09Rik,3734.1,3719.1,47.0,44.7
1300010F03Rik,2771.3,2568.4,1903.0,1738.7
1300014I06Rik,16.1,35.9,124.6,55.2
1300015D01Rik,0.0,0.0,1.7,10.5
1300017J02Rik,0.0,0.0,0.0,5.7
1300018I17Rik,973.6,984.8,1200.7,1269.8
1300018J18Rik,1071.5,1087.9,817.3,892.2
14-Sep,2.2,0.0,1.7,6.7
15-Sep,8544.0,8425.3,8255.1,7220.2
1500001M20Rik,97.9,103.2,95.8,151.2
1500002O10Rik,0.0,0.0,2.6,1.9
1500002O20Rik,784.3,683.0,737.1,818.0
1500003O03Rik,4494.7,4753.2,2905.9,2706.0
1500004A13Rik,97.9,95.3,74.1,72.3
1500009C09Rik,2.2,0.0,6.1,5.7
1500009L16Rik,0.0,0.0,21.8,5.7
1500010J02Rik,620.7,579.9,909.7,841.8
1500011B03Rik,603.5,594.4,540.2,562.1
1500011H22Rik,150.6,144.7,223.9,204.5
1500011K16Rik,433.6,459.9,304.1,318.6
1500012F01Rik,574.5,560.8,846.9,898.8
1500012K07Rik,0.0,2.3,1.7,1.9
1500015A07Rik,148.5,149.2,162.1,116.0
1500015L24Rik,0.0,0.0,0.9,0.9
1500015O10Rik,2.2,3.4,0.9,2.8
1500016L03Rik,0.0,0.0,0.9,2.8
1500017E21Rik,45.2,43.8,40.9,38.0
1500031L02Rik,292.6,274.8,211.7,173.1
1500032L24Rik,1888.0,1920.1,1386.3,1443.9
1520402A15Rik,10.8,12.3,18.3,25.7
1600002D24Rik,1.1,1.1,1.7,0.0
1600002H07Rik,129.1,127.9,122.8,86.6
1600002K03Rik,246.4,274.8,230.0,168.4
1600010M07Rik,37.7,31.4,90.6,94.2
1600012F09Rik,476.6,471.1,539.4,511.7
1600012H06Rik,2019.3,1908.9,1734.8,1528.5
1600014C10Rik,1261.9,1271.9,857.4,969.2
1600014C23Rik,9.7,0.0,5.2,4.8
1600014K23Rik,0.0,0.0,0.0,0.9
1600015I10Rik,0.0,0.0,3.5,4.8
1600016N20Rik,4.3,0.0,2.6,4.8
1600019K03Rik,0.0,0.0,0.0,2.8
1600020E01Rik,116.2,124.5,106.3,100.8
1600021P15Rik,49.5,56.1,71.4,59.0
1600025M17Rik,0.0,0.0,0.0,0.0
1600027N09Rik,336.7,349.9,167.3,192.1
1600029D21Rik,1032.8,972.4,1.7,8.6
1600029I14Rik,2.2,4.5,1.7,0.0
1600029O15Rik,2.2,0.0,1.7,0.9
1700001C02Rik,0.0,0.0,0.0,1.9
1700001C19Rik,2.2,1.1,3.5,4.8
1700001D01Rik,0.0,0.0,0.9,0.9
1700001F09Rik,0.0,0.0,2.6,2.8
1700001G11Rik,26.9,40.4,40.1,32.3
1700001G17Rik,4.3,6.7,5.2,8.6
1700001J03Rik,1.1,0.0,3.5,2.8
1700001J11Rik,14.0,10.1,7.8,16.2
1700001K19Rik,22.6,33.7,21.8,18.1
1700001K23Rik,15.1,2.3,1.7,3.8
1700001L05Rik,116.2,103.2,107.2,95.1
1700001L19Rik,0.0,0.0,1.7,2.8
1700001O22Rik,5.4,2.3,1.7,0.0
1700001P01Rik,3.2,2.3,1.7,0.0
1700003C15Rik,0.0,0.0,0.9,0.0
1700003D09Rik,2.2,0.0,1.7,3.8
1700003E16Rik,8.6,5.6,7.0,3.8
1700003F12Rik,69.9,83.0,11.3,15.2
1700003F17Rik,38.7,46.0,158.6,159.8
1700003G13Rik,0.0,0.0,0.0,0.0
1700003G18Rik,0.0,0.0,0.0,2.8
1700003H04Rik,0.0,0.0,0.0,0.0
1700003L19Rik,1.1,0.0,0.0,0.0
1700003M02Rik,0.0,0.0,0.9,2.8
1700003M07Rik,2.2,2.3,6.1,8.6
1700003P14Rik,0.0,0.0,0.0,0.9
1700006A11Rik,0.0,0.0,0.9,0.0
1700006E09Rik,0.0,0.0,0.0,1.9
1700006F04Rik,0.0,0.0,0.0,0.0
1700006H21Rik,0.0,0.0,0.9,0.0
1700007B14Rik,0.0,0.0,0.0,0.0
1700007F19Rik,0.0,0.0,0.0,0.9
1700007G11Rik,1.1,0.0,0.9,0.0
1700007I08Rik,6.5,2.3,7.0,6.7
1700007J10Rik,10.8,11.2,27.9,33.3
1700007K09Rik,1.1,2.3,0.0,0.9
1700007K13Rik,0.0,4.5,0.0,0.0
1700007L15Rik,28.0,19.1,32.2,15.2
1700007P06Rik,0.0,0.0,0.0,0.0
1700008A04Rik,0.0,0.0,0.0,0.9
1700008F21Rik,0.0,0.0,0.0,1.9
1700008I05Rik,0.0,0.0,0.0,0.0
1700008J07Rik,145.2,152.5,128.1,155.0
1700008K24Rik,0.0,0.0,0.0,0.9
1700008O03Rik,3.2,1.1,5.2,3.8
1700008P02Rik,0.0,0.0,0.0,1.9
1700008P20Rik,0.0,0.0,0.0,1.9
1700009C05Rik,0.0,0.0,2.6,0.0
1700009J07Rik,0.0,0.0,0.9,0.0
1700009N14Rik,0.0,0.0,0.9,1.9
1700009P17Rik,12.9,10.1,39.2,37.1
1700010B08Rik,0.0,0.0,1.7,1.9
1700010D01Rik,0.0,0.0,0.0,0.0
1700010I02Rik,0.0,0.0,0.0,1.9
1700010I14Rik,115.1,146.9,89.7,76.1
1700010J16Rik,0.0,0.0,0.9,0.0
1700010K23Rik,0.0,0.0,0.9,0.0
1700010M22Rik,0.0,0.0,0.0,0.0
1700011A15Rik,0.0,0.0,0.0,2.8
1700011B04Rik,0.0,0.0,0.0,0.0
1700011E24Rik,1.1,1.1,0.9,5.7
1700011F03Rik,2.2,1.1,1.7,0.9
1700011F14Rik,0.0,0.0,0.9,1.9
1700011H14Rik,0.0,0.0,3.5,0.9
1700011I03Rik,0.0,0.0,0.9,0.0
1700011J10Rik,71.0,60.6,88.0,119.8
1700011L22Rik,6.5,2.3,8.7,7.6
1700011M02Rik,0.0,0.0,0.0,0.0
1700012A03Rik,0.0,0.0,0.0,0.0
1700012A16Rik,142.0,150.3,39.2,20.0
1700012B07Rik,0.0,0.0,2.6,6.7
1700012B09Rik,0.0,0.0,4.3,2.8
1700012B15Rik,278.6,256.9,284.9,338.6
1700012D01Rik,22.6,20.2,27.9,22.8
1700012D14Rik,9.7,13.5,24.4,44.7
1700012I11Rik,0.0,1.1,1.7,0.0
1700012L04Rik,0.0,0.0,1.7,0.9
1700012P22Rik,1.1,0.0,0.0,1.9
1700013D24Rik,0.0,0.0,0.0,2.8
1700013F07Rik,0.0,0.0,0.0,0.9
1700013G23Rik,0.0,2.3,1.7,2.8
1700013G24Rik,0.0,0.0,0.0,3.8
1700013H16Rik,0.0,0.0,0.0,0.0
1700013N18Rik,19.4,15.7,31.4,22.8
1700014N06Rik,0.0,0.0,0.0,0.0
1700015E13Rik,9.7,0.0,7.0,7.6
1700015F17Rik,0.0,0.0,0.9,0.9
1700015G11Rik,0.0,0.0,0.0,0.0
1700016C15Rik,2.2,3.4,0.0,2.8
1700016D06Rik,0.0,0.0,2.6,0.0
1700016G22Rik,0.0,0.0,0.0,0.0
1700016H13Rik,0.0,1.1,0.0,0.0
1700016K19Rik,0.0,0.0,0.0,1.9
1700016L04Rik,0.0,0.0,1.7,3.8
1700016L21Rik,0.0,0.0,0.0,1.9
1700016M24Rik,3.2,0.0,1.7,5.7
1700016P04Rik,0.0,0.0,0.0,1.9
1700017B05Rik,882.2,899.5,630.0,616.3
1700017D01Rik,0.0,0.0,1.7,3.8
1700017G19Rik,9.7,0.0,8.7,11.4
1700017J07Rik,0.0,0.0,0.0,1.9
1700017N19Rik,0.0,0.0,1.7,0.0
1700018A04Rik,0.0,0.0,0.0,0.0
1700018A14Rik,10.8,2.3,5.2,0.9
1700018B08Rik,0.0,0.0,0.0,1.9
1700018B24Rik,0.0,0.0,0.0,3.8
1700018C11Rik,0.0,0.0,0.0,0.0
1700018F24Rik,0.0,1.1,0.0,0.9
1700018G05Rik,0.0,0.0,0.9,0.0
1700018L02Rik,229.2,178.3,115.0,125.5
1700018L24Rik,0.0,0.0,2.6,4.8
1700019A02Rik,0.0,0.0,0.0,0.0
1700019B03Rik,1.1,1.1,0.0,1.9
1700019B21Rik,0.0,0.0,0.0,0.0
1700019D03Rik,2.2,0.0,5.2,0.0
1700019E08Rik,0.0,0.0,0.0,0.0
1700019E19Rik,131.3,113.3,88.0,62.8
1700019G17Rik,33.4,33.7,28.7,38.0
1700019G24Rik,0.0,0.0,0.0,0.9
1700019L03Rik,282.9,275.9,63.6,40.9
1700019M22Rik,0.0,0.0,1.7,0.9
1700019N12Rik,7.5,3.4,0.9,4.8
1700019N19Rik,0.0,0.0,0.9,0.0
1700019O17Rik,0.0,0.0,0.0,3.8
1700020A23Rik,0.0,0.0,2.6,2.8
1700020C07Rik,16.1,7.9,2.6,17.1
1700020D05Rik,8.6,16.8,16.5,29.5
1700020G17Rik,1.1,0.0,0.0,1.9
1700020I14Rik,2332.3,2431.6,1406.3,1260.3
1700020L24Rik,33.4,25.8,16.5,30.4
1700020M21Rik,0.0,0.0,0.0,0.0
1700020N01Rik,10.8,6.7,0.0,5.7
1700020N15Rik,0.0,0.0,0.0,0.0
1700020N18Rik,4.3,0.0,0.9,0.9
1700020O03Rik,1146.8,1127.2,1382.8,1703.5
1700021C14Rik,19.4,22.4,30.5,21.9
1700021F05Rik,338.9,394.8,284.9,216.9
1700021F07Rik,0.0,1.1,0.0,0.0
1700021K19Rik,1521.2,1554.5,2814.4,2919.1
1700021N21Rik,0.0,0.0,0.9,1.9
1700022A21Rik,0.0,0.0,0.9,1.9
1700022A22Rik,0.0,0.0,0.0,0.0
1700022E09Rik,0.0,0.0,0.0,0.0
1700022H16Rik,0.0,0.0,0.9,0.0
1700022I11Rik,7.5,2.3,7.8,14.3
1700022P22Rik,1.1,2.3,3.5,2.8
1700023A16Rik,0.0,1.1,0.9,0.0
1700023C21Rik,0.0,0.0,0.0,1.9
1700023E05Rik,2.2,2.3,2.6,0.9
1700023F02Rik,0.0,0.0,0.0,0.9
1700023F06Rik,1.1,3.4,2.6,3.8
1700023L04Rik,2.2,1.1,2.6,0.9
1700024B18Rik,0.0,0.0,0.0,0.0
1700024F13Rik,0.0,0.0,0.0,0.9
1700024G13Rik,0.0,0.0,0.9,1.9
1700024P03Rik,5.4,0.0,3.5,5.7
1700024P04Rik,0.0,2.3,0.0,0.0
1700024P16Rik,36.6,26.9,7.8,16.2
1700025B11Rik,0.0,0.0,0.9,2.8
1700025C18Rik,0.0,0.0,0.9,2.8
1700025E21Rik,4.3,1.1,6.1,3.8
1700025F22Rik,0.0,0.0,0.0,0.9
1700025F24Rik,0.0,0.0,0.0,0.0
1700025G04Rik,635.8,721.2,580.3,632.5
1700025K23Rik,16.1,10.1,20.0,24.7
1700025K24Rik,0.0,0.0,0.0,0.9
1700025M24Rik,0.0,0.0,0.9,1.9
1700025N23Rik,17.2,10.1,13.9,25.7
1700026D08Rik,30.1,21.3,0.0,2.8
1700026D11Rik,1.1,1.1,0.0,2.8
1700026F02Rik,0.0,0.0,0.0,0.0
1700026J04Rik,4.3,0.0,7.0,7.6
1700026L06Rik,99.0,111.0,11.3,21.9
1700027A15Rik,0.0,0.0,0.0,0.9
1700027A23Rik,1.1,0.0,0.0,0.0
1700027D21Rik,0.0,0.0,0.9,1.9
1700027F09Rik,0.0,0.0,1.7,0.9
1700027H10Rik,0.0,0.0,0.0,0.9
1700027I24Rik,0.0,0.0,0.9,1.9
1700027J07Rik,2.2,1.1,0.9,1.9
1700028B04Rik,0.0,0.0,0.0,0.9
1700028D13Rik,0.0,1.1,0.0,0.9
1700028E10Rik,14.0,14.6,13.9,15.2
1700028I16Rik,2.2,0.0,3.5,2.8
1700028J19Rik,110.8,93.1,7.0,6.7
1700028K03Rik,51.6,46.0,60.1,49.5
1700028M03Rik,0.0,0.0,0.0,1.9
1700028P14Rik,0.0,0.0,0.0,0.0
1700028P15Rik,0.0,0.0,0.0,0.0
1700029B22Rik,0.0,0.0,0.9,0.0
1700029F09Rik,132.3,135.7,120.2,87.5
1700029F12Rik,0.0,0.0,0.0,2.8
1700029G01Rik,10.8,15.7,51.4,45.7
1700029H14Rik,5.4,2.3,2.6,2.8
1700029I01Rik,3122.0,3149.4,2673.3,2220.9
1700029I15Rik,6.5,7.9,6.1,3.8
1700029J03Rik,2.2,0.0,0.0,0.0
1700029J07Rik,5.4,4.5,3.5,9.5
1700029J11Rik,21.5,22.4,34.0,22.8
1700029M20Rik,2.2,0.0,0.9,6.7
1700029N11Rik,0.0,0.0,0.0,1.9
1700029P11Rik,0.0,0.0,0.0,0.0
1700030A11Rik,0.0,0.0,0.0,2.8
1700030C10Rik,3.2,2.3,2.6,0.0
1700030F04Rik,0.0,0.0,0.0,0.0
1700030F18Rik,0.0,0.0,0.0,1.9
1700030J22Rik,26.9,44.9,33.1,41.8
1700030K09Rik,250.7,221.0,199.5,210.2
1700030L20Rik,0.0,0.0,0.0,0.0
1700030M09Rik,0.0,0.0,0.0,0.0
1700030N03Rik,0.0,2.3,0.9,0.0
1700030O20Rik,0.0,2.3,0.0,0.0
1700031A10Rik,0.0,0.0,0.0,0.9
1700031F05Rik,0.0,0.0,0.9,0.0
1700031M16Rik,0.0,0.0,0.9,2.8
1700031P21Rik,0.0,0.0,0.9,0.0
1700034E13Rik,0.0,0.0,0.9,0.0
1700034F02Rik,2.2,7.9,13.1,11.4
1700034G24Rik,0.0,0.0,1.7,2.8
1700034H14Rik,322.7,326.4,311.1,301.5
1700034H15Rik,149.5,105.4,177.7,234.9
1700034I23Rik,51.6,37.0,40.9,40.9
1700034J05Rik,37.7,25.8,40.1,29.5
1700034K08Rik,0.0,0.0,0.0,0.0
1700034O15Rik,0.0,0.0,0.0,2.8
1700034P13Rik,129.1,175.0,171.6,236.8
1700036G14Rik,0.0,0.0,0.0,0.0
1700037C18Rik,69.9,63.9,67.1,60.9
1700037H04Rik,847.7,923.1,829.5,998.7
1700039E15Rik,0.0,0.0,0.0,5.7
1700039E22Rik,0.0,0.0,0.0,0.0
1700040I03Rik,106.5,108.8,94.1,101.8
1700040L02Rik,3.2,0.0,0.0,1.9
1700040N02Rik,1.1,0.0,0.0,1.9
1700041C23Rik,0.0,0.0,0.0,0.0
1700041M19Rik,0.0,0.0,7.0,1.9
1700042B14Rik,0.0,0.0,3.5,1.9
1700042G07Rik,2.2,0.0,0.0,0.0
1700042G15Rik,0.0,0.0,0.0,8.6
1700042O10Rik,0.0,0.0,0.9,0.0
1700044C05Rik,0.0,0.0,0.9,0.9
1700044K03Rik,0.0,0.0,0.0,0.0
1700045H11Rik,0.0,0.0,0.0,0.0
1700045I19Rik,0.0,0.0,0.9,0.0
1700046C09Rik,0.0,0.0,0.0,0.0
1700047G03Rik,1.1,0.0,0.0,0.9
1700047I17Rik2,1194.1,1178.8,1085.7,933.1
1700047L14Rik,0.0,0.0,0.0,0.9
1700047M11Rik,6.5,14.6,6.1,9.5
1700048M11Rik,22.6,14.6,9.6,14.3
1700048O20Rik,5.4,1.1,4.3,9.5
1700049E15Rik,1.1,0.0,0.9,2.8
1700049E22Rik,0.0,0.0,0.0,0.9
1700049G17Rik,262.5,244.5,381.6,390.9
1700049L16Rik,0.0,0.0,0.0,0.0
1700051A21Rik,0.0,0.0,3.5,3.8
1700052I22Rik,0.0,0.0,1.7,0.0
1700052K11Rik,72.1,94.2,88.0,106.5
1700052N19Rik,626.1,635.9,367.7,340.5
1700054A03Rik,0.0,0.0,0.0,0.0
1700054K19Rik,0.0,0.0,0.0,0.9
1700054M17Rik,0.0,0.0,0.0,2.8
1700054N08Rik,132.3,114.4,90.6,98.9
1700054O13Rik,0.0,0.0,0.0,0.0
1700055C04Rik,0.0,0.0,0.0,0.0
1700055N04Rik,8.6,11.2,4.3,7.6
1700056E22Rik,6.5,6.7,9.6,12.4
1700057G04Rik,0.0,0.0,0.0,0.0
1700057H15Rik,0.0,0.0,0.9,1.9
1700057K13Rik,0.0,0.0,0.0,0.9
1700058G18Rik,0.0,2.3,4.3,1.9
1700060C16Rik,0.0,0.0,0.0,0.9
1700060C20Rik,0.0,2.3,1.7,0.0
1700061F12Rik,0.0,0.0,1.7,0.0
1700061G19Rik,47.3,46.0,10.4,12.4
1700061I17Rik,0.0,0.0,1.7,6.7
1700061J05Rik,0.0,0.0,0.0,1.9
1700063A18Rik,0.0,0.0,0.0,0.9
1700063D05Rik,0.0,0.0,0.9,0.0
1700063O14Rik,0.0,0.0,0.0,0.0
1700064J06Rik,0.0,0.0,1.7,0.9
1700064M15Rik,0.0,0.0,2.6,3.8
1700065D16Rik,7.5,3.4,16.5,14.3
1700065I16Rik,2.2,0.0,0.0,0.9
1700065I17Rik,3.2,2.3,1.7,3.8
1700065J11Rik,0.0,0.0,0.0,0.0
1700065J18Rik,0.0,0.0,0.0,0.9
1700065O20Rik,0.0,0.0,0.9,0.0
1700066B17Rik,0.0,0.0,1.7,1.9
1700066B19Rik,12.9,26.9,7.0,14.3
1700066J24Rik,274.3,301.7,229.2,229.2
1700066M21Rik,375.5,375.7,413.9,276.8
1700066N21Rik,0.0,0.0,0.0,0.0
1700066O22Rik,0.0,0.0,0.0,1.9
1700067G17Rik,0.0,0.0,0.0,0.0
1700067K01Rik,38.7,31.4,29.6,28.5
1700067P10Rik,0.0,1.1,0.0,1.9
1700069L16Rik,0.0,0.0,4.3,0.0
1700069P05Rik,1.1,0.0,0.0,1.9
1700071K01Rik,0.0,0.0,0.9,3.8
1700071M16Rik,1555.6,1459.2,2795.3,2724.1
1700072B07Rik,0.0,0.0,0.0,0.0
1700072E05Rik,0.0,0.0,0.0,1.9
1700072O05Rik,0.0,0.0,0.9,0.9
1700073E17Rik,0.0,0.0,3.5,5.7
1700074H08Rik,0.0,0.0,0.0,0.0
1700074P13Rik,0.0,0.0,0.0,1.9
1700080E11Rik,0.0,0.0,0.0,2.8
1700080N15Rik,1.1,0.0,0.0,0.0
1700080O16Rik,0.0,0.0,0.9,0.0
1700081H04Rik,0.0,0.0,0.9,0.0
1700081H22Rik,0.0,0.0,0.0,0.0
1700081L11Rik,4912.1,4777.9,4593.7,5042.1
1700084C01Rik,0.0,0.0,0.9,0.0
1700084E18Rik,19.4,6.7,6.1,5.7
1700084F23Rik,0.0,0.0,0.9,0.0
1700084J12Rik,9.7,3.4,7.8,4.8
1700085B03Rik,0.0,0.0,0.0,0.0
1700085C21Rik,0.0,0.0,0.0,1.9
1700086L19Rik,0.0,0.0,0.0,0.9
1700086O06Rik,49.5,67.3,72.3,52.3
1700088E04Rik,151.7,123.4,98.5,102.7
1700090G07Rik,0.0,0.0,0.9,1.9
1700091E21Rik,0.0,0.0,0.0,0.0
1700092C02Rik,0.0,0.0,0.0,0.0
1700092C10Rik,2.2,0.0,0.0,1.9
1700092E19Rik,2.2,0.0,0.0,0.0
1700092K14Rik,0.0,0.0,0.0,0.0
1700092M07Rik,2.2,1.1,6.1,6.7
1700093K21Rik,0.0,2.3,0.9,0.0
1700094D03Rik,133.4,101.0,154.2,149.3
1700094J05Rik,87.1,71.8,70.6,82.7
1700094M24Rik,0.0,0.0,0.0,0.9
1700095A21Rik,0.0,0.0,0.9,1.9
1700095B10Rik,0.0,0.0,0.0,3.8
1700095B22Rik,0.0,0.0,0.9,0.9
1700096J18Rik,2.2,0.0,2.6,1.9
1700096K18Rik,58.1,58.3,76.7,102.7
1700097N02Rik,1.1,0.0,7.0,3.8
1700100L14Rik,3.2,0.0,2.6,5.7
1700101E01Rik,0.0,4.5,3.5,0.0
1700101I11Rik,21.5,24.7,9.6,14.3
1700101O22Rik,0.0,0.0,0.9,0.0
1700102H20Rik,2.2,2.3,3.5,3.8
1700102P08Rik,15.1,6.7,9.6,5.7
1700104A03Rik,0.0,0.0,3.5,0.0
1700105P06Rik,3.2,3.4,4.3,0.0
1700106J16Rik,2.2,0.0,0.0,3.8
1700106N22Rik,53.8,40.4,61.9,53.3
1700108F19Rik,0.0,0.0,1.7,0.9
1700108J01Rik,3.2,0.0,0.0,0.0
1700108M19Rik,0.0,0.0,0.0,0.0
1700109F18Rik,0.0,0.0,0.0,0.9
1700109G14Rik,0.0,0.0,0.0,0.0
1700109G15Rik,0.0,0.0,0.0,0.0
1700109H08Rik,26.9,35.9,27.0,37.1
1700109I08Rik,0.0,0.0,0.0,0.0
1700110C19Rik,14.0,2.3,27.0,20.9
1700110I01Rik,0.0,0.0,1.7,5.7
1700110K17Rik,62.4,53.8,42.7,47.6
1700110M21Rik,0.0,0.0,0.0,1.9
1700111N16Rik,0.0,0.0,0.0,0.0
1700112E06Rik,364.7,323.0,194.3,174.1
1700112H15Rik,0.0,0.0,0.0,0.9
1700113A16Rik,81.8,96.5,163.8,129.4
1700113H08Rik,0.0,0.0,0.0,0.9
1700113I22Rik,105.4,103.2,108.9,80.8
1700119H24Rik,0.0,0.0,0.9,1.9
1700120C14Rik,18.3,21.3,12.2,16.2
1700120E14Rik,0.0,0.0,0.0,0.0
1700120G07Rik,0.0,0.0,0.0,1.9
1700120K04Rik,8.6,10.1,10.4,7.6
1700121L16Rik,0.0,0.0,0.0,0.0
1700121N20Rik,0.0,0.0,0.0,0.0
1700122O11Rik,0.0,0.0,0.0,0.0
1700123I01Rik,3.2,1.1,6.1,4.8
1700123K08Rik,0.0,0.0,0.9,2.8
1700123L14Rik,0.0,2.3,3.5,3.8
1700123M08Rik,22.6,19.1,27.0,21.9
1700123O12Rik,1.1,0.0,0.0,0.9
1700123O20Rik,998.3,1048.7,729.3,782.8
1700123O21Rik,0.0,0.0,0.9,0.0
1700125D06Rik,0.0,0.0,2.6,0.9
1700125G02Rik,0.0,0.0,2.6,0.0
1700125G22Rik,2.2,2.3,0.9,2.8
